File,File_gb,Title,Genre,TMDB ID,Year,Length,TMDB Link,Description,Rating,Toloka Link,Rutracker Link,Poster,Trailer
G:/Movies\2017\Phantom Thread (2017).avi,2.53,Phantom Thread,"['Drama', 'Romance']",400617,2017,130,https://www.themoviedb.org/movie/400617,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",7.315,https://toloka.to/tracker.php?nm=Phantom Thread,https://rutracker.org/forum/tracker.php?nm=Phantom Thread,https://image.tmdb.org/t/p/w200/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg,https://www.youtube.com/watch?v=xNsiQMeSvMk
G:/Movies\2017\Stronger (2017).mp4,0.85,Stronger,['Drama'],395993,2017,119,https://www.themoviedb.org/movie/395993,A victim of the Boston Marathon bombing in 2013 helps the police track down the killers while struggling to recover from devastating trauma.,6.989,https://toloka.to/tracker.php?nm=Stronger,https://rutracker.org/forum/tracker.php?nm=Stronger,https://image.tmdb.org/t/p/w200/nnkxdFeY7YAgnicxkvwuxY7gVaT.jpg,https://www.youtube.com/watch?v=dhmW8oE6pAg
G:/Movies\2017\Suburbicon (2017).mkv,9.38,Suburbicon,"['Thriller', 'Crime', 'Drama', 'Mystery']",395458,2017,105,https://www.themoviedb.org/movie/395458,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",5.883,https://toloka.to/tracker.php?nm=Suburbicon,https://rutracker.org/forum/tracker.php?nm=Suburbicon,https://image.tmdb.org/t/p/w200/a3IHgSwO5jWPLcGjKqbQ7pxVGkq.jpg,https://www.youtube.com/watch?v=IYga2m0V2O0
G:/Movies\2017\Thank You For Your Service (2017).mkv,2.18,Thank You for Your Service,"['Drama', 'War']",347629,2017,109,https://www.themoviedb.org/movie/347629,"A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",6.5,https://toloka.to/tracker.php?nm=Thank You for Your Service,https://rutracker.org/forum/tracker.php?nm=Thank You for Your Service,https://image.tmdb.org/t/p/w200/z8OKWw6DAZAOyz8F421euawr3Hs.jpg,https://www.youtube.com/watch?v=GTl5SHYJxz4
G:/Movies\2017\The Mountain Between Us (2017).avi,2.18,The Mountain Between Us,"['Drama', 'Adventure', 'Romance']",290512,2017,109,https://www.themoviedb.org/movie/290512,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",6.657,https://toloka.to/tracker.php?nm=The Mountain Between Us,https://rutracker.org/forum/tracker.php?nm=The Mountain Between Us,https://image.tmdb.org/t/p/w200/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,https://www.youtube.com/watch?v=3jyzGKXBOxA
G:/Movies\2017\The Shack (2017).mkv,1.64,The Shack,"['Drama', 'Fantasy']",345938,2017,132,https://www.themoviedb.org/movie/345938,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",7.501,https://toloka.to/tracker.php?nm=The Shack,https://rutracker.org/forum/tracker.php?nm=The Shack,https://image.tmdb.org/t/p/w200/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,https://www.youtube.com/watch?v=Ouc9W0GRlQw
G:/Movies\2017\The Space Between Us (2017).mkv,2.29,The Space Between Us,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",365942,2017,121,https://www.themoviedb.org/movie/365942,A young man raised by scientists on Mars returns to Earth to find his father.,7.07,https://toloka.to/tracker.php?nm=The Space Between Us,https://rutracker.org/forum/tracker.php?nm=The Space Between Us,https://image.tmdb.org/t/p/w200/lRBl9mfvUbZeaAyXoP09XwPOo0W.jpg,https://www.youtube.com/watch?v=lA31gclNAa4
G:/Movies\2017\The Zookeepers Wife (2017).avi,1.46,The Zookeeper's Wife,"['Drama', 'History', 'War']",289222,2017,126,https://www.themoviedb.org/movie/289222,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",7.344,https://toloka.to/tracker.php?nm=The Zookeeper's Wife,https://rutracker.org/forum/tracker.php?nm=The Zookeeper's Wife,https://image.tmdb.org/t/p/w200/50KGpMiIvSkF4WHOgp0gM6r6sMU.jpg,https://www.youtube.com/watch?v=rJNFeHHGGN4
G:/Movies\2017\Time Trap (2017).mkv,2.04,Time Trap,"['Science Fiction', 'Adventure']",455839,2017,87,https://www.themoviedb.org/movie/455839,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,6.231,https://toloka.to/tracker.php?nm=Time Trap,https://rutracker.org/forum/tracker.php?nm=Time Trap,https://image.tmdb.org/t/p/w200/8w0hBC9kLy56F7rjwGIe8JtIrHS.jpg,https://www.youtube.com/watch?v=h2-_WUdzw54
G:/Movies\2017\Tragedy Girls (2017).mkv,2.18,Tragedy Girls,"['Horror', 'Comedy']",413857,2017,98,https://www.themoviedb.org/movie/413857,"McKayla and Sadie, two death-obsessed teenage girls, use their online show about real-life tragedies to send their small Midwestern town into a frenzy and cement their legacy as modern horror legends.",6.027,https://toloka.to/tracker.php?nm=Tragedy Girls,https://rutracker.org/forum/tracker.php?nm=Tragedy Girls,https://image.tmdb.org/t/p/w200/3UgRc3vpOiW9HOAD7oBa16xQ21E.jpg,https://www.youtube.com/watch?v=3GmFP7pfz1U
G:/Movies\2017\Tuntematon Sotilas (2017).avi,2.91,Unknown Soldier,"['War', 'Drama']",400728,2017,179,https://www.themoviedb.org/movie/400728,"The film follows Finnish army machine gun company in Continuation War against Soviet Union, 1941–1944. Based on Väinö Linna's best selling novel Tuntematon Sotilas (The Unknown Soldier) and the novel's uncensored version, Sotaromaani (A War Novel).",7.535,https://toloka.to/tracker.php?nm=Unknown Soldier,https://rutracker.org/forum/tracker.php?nm=Unknown Soldier,https://image.tmdb.org/t/p/w200/dR37hrF6YDMSJCT4r30tOYzVath.jpg,https://www.youtube.com/watch?v=NTYesNj_sBg
G:/Movies\2017\Unlocked (2017).mkv,2.16,Unlocked,"['Action', 'Thriller']",291276,2017,98,https://www.themoviedb.org/movie/291276,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",6.25,https://toloka.to/tracker.php?nm=Unlocked,https://rutracker.org/forum/tracker.php?nm=Unlocked,https://image.tmdb.org/t/p/w200/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,https://www.youtube.com/watch?v=0-t9iIpsbgA
G:/Movies\2017\Wizard Of Lies (2017).avi,2.21,The Wizard of Lies,"['Crime', 'Drama', 'History', 'Thriller', 'TV Movie']",363992,2017,133,https://www.themoviedb.org/movie/363992,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",6.646,https://toloka.to/tracker.php?nm=The Wizard of Lies,https://rutracker.org/forum/tracker.php?nm=The Wizard of Lies,https://image.tmdb.org/t/p/w200/8k4lJ4e0hvDQtKpItXmmPdw69sO.jpg,https://www.youtube.com/watch?v=05HK-z6HoHM
G:/Movies\UKR\Будинок «слово» (2017).mkv,2.38,“Slovo” House. Unfinished Novel,['Drama'],876910,2017,120,https://www.themoviedb.org/movie/876910,"Kharkiv, the 1930s. The heyday of Ukrainian art. Ambitious young poet Vladimir Akimov happily settles in at the new luxury ""Slovo"" House built specifically for artists. He comes from the provinces and works as a proof-reader in a printing press, and has never even dreamed of living under one roof with prominent Ukrainian writers and artists. He thinks his own poetry is genius, but nobody takes his literary efforts seriously, not to mention the occasional chuckles over his epigone poems. But fate smiles at him. The head of the political intelligence agency suggests that he become the author of a play written earlier. Akimov agrees, signing a non- disclosure note. The poet has no idea what price he will pay for this success. “‘Slovo’ House” is a story about a generation of Ukrainian artists persecuted by the totalitarian system, unfolding against the backdrop of one of the largest genocides of the 20th century: the Holodomor, which caused the death of almost 7 million people.",8.75,https://toloka.to/tracker.php?nm=“Slovo” House. Unfinished Novel,https://rutracker.org/forum/tracker.php?nm=“Slovo” House. Unfinished Novel,https://image.tmdb.org/t/p/w200/93N9ZdLXUzvnFbTXEMEZ9ObTzam.jpg,N/A
Home Again (2017).mkv,2.18,Home Again,"['Comedy', 'Drama', 'Romance']",427900,2017,97,https://www.themoviedb.org/movie/427900,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,6.123,https://toloka.to/tracker.php?nm=Home Again,https://rutracker.org/forum/tracker.php?nm=Home Again,https://image.tmdb.org/t/p/w200/pE4VHzhDZgvbx2QOllaXXPADiW1.jpg,https://www.youtube.com/watch?v=y-oFOgFB2uM
Lady Bird (2017).mkv,5.89,Lady Bird,"['Drama', 'Comedy']",391713,2017,94,https://www.themoviedb.org/movie/391713,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",7.3,https://toloka.to/tracker.php?nm=Lady Bird,https://rutracker.org/forum/tracker.php?nm=Lady Bird,https://image.tmdb.org/t/p/w200/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,https://www.youtube.com/watch?v=cNi_HC839Wo
The Current War (2017).mkv,6.03,The Current War,"['Drama', 'History']",418879,2017,108,https://www.themoviedb.org/movie/418879,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,6.703,https://toloka.to/tracker.php?nm=The Current War,https://rutracker.org/forum/tracker.php?nm=The Current War,https://image.tmdb.org/t/p/w200/eqTjO8yTaPRSKWj7i6Qnr7R5cls.jpg,https://www.youtube.com/watch?v=mEJuG1hKQMk
The Wizard Of Lies (2017).mkv,4.06,The Wizard of Lies,"['Crime', 'Drama', 'History', 'Thriller', 'TV Movie']",363992,2017,133,https://www.themoviedb.org/movie/363992,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",6.646,https://toloka.to/tracker.php?nm=The Wizard of Lies,https://rutracker.org/forum/tracker.php?nm=The Wizard of Lies,https://image.tmdb.org/t/p/w200/8k4lJ4e0hvDQtKpItXmmPdw69sO.jpg,https://www.youtube.com/watch?v=05HK-z6HoHM
The Wizard Of Lies (2017)_1.mkv,3.13,The Wizard of Lies,"['Crime', 'Drama', 'History', 'Thriller', 'TV Movie']",363992,2017,133,https://www.themoviedb.org/movie/363992,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",6.646,https://toloka.to/tracker.php?nm=The Wizard of Lies,https://rutracker.org/forum/tracker.php?nm=The Wizard of Lies,https://image.tmdb.org/t/p/w200/8k4lJ4e0hvDQtKpItXmmPdw69sO.jpg,https://www.youtube.com/watch?v=05HK-z6HoHM
G:/Movies\2018\303 (2018).mkv,6.94,303,"['Romance', 'Drama', 'Comedy']",493900,2018,145,https://www.themoviedb.org/movie/493900,Two university students gain insight into life and love as they get to know each other during a road trip across Europe.,7.398,https://toloka.to/tracker.php?nm=303,https://rutracker.org/forum/tracker.php?nm=303,https://image.tmdb.org/t/p/w200/4GzC8xdGojbSabzsi2tm1TqEU8R.jpg,https://www.youtube.com/watch?v=YWJgJH5czm4
G:/Movies\2018\A Star Is Born (2018).mkv,6.29,A Star Is Born,"['Music', 'Drama', 'Romance']",332562,2018,136,https://www.themoviedb.org/movie/332562,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",7.502,https://toloka.to/tracker.php?nm=A Star Is Born,https://rutracker.org/forum/tracker.php?nm=A Star Is Born,https://image.tmdb.org/t/p/w200/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,https://www.youtube.com/watch?v=nSbzyEJ8X9E
G:/Movies\2018\A-x-l (2018).mkv,3.87,A-X-L,"['Science Fiction', 'Action', 'Adventure', 'Family']",438590,2018,98,https://www.themoviedb.org/movie/438590,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,6.278,https://toloka.to/tracker.php?nm=A-X-L,https://rutracker.org/forum/tracker.php?nm=A-X-L,https://image.tmdb.org/t/p/w200/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg,https://www.youtube.com/watch?v=--8nr2kt4uk
G:/Movies\2018\Alpha (2018).mkv,8.71,Alpha,"['Adventure', 'Drama']",399360,2018,97,https://www.themoviedb.org/movie/399360,"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",6.515,https://toloka.to/tracker.php?nm=Alpha,https://rutracker.org/forum/tracker.php?nm=Alpha,https://image.tmdb.org/t/p/w200/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,https://www.youtube.com/watch?v=uIxnTi4GmCo
G:/Movies\2018\Billionaire Boys Club (2018).mkv,8.35,Billionaire Boys Club,"['Drama', 'Thriller']",385360,2018,108,https://www.themoviedb.org/movie/385360,A group of wealthy boys in Los Angeles during the early 1980s establishes a get rich quick scam that turns deadly.,5.687,https://toloka.to/tracker.php?nm=Billionaire Boys Club,https://rutracker.org/forum/tracker.php?nm=Billionaire Boys Club,https://image.tmdb.org/t/p/w200/7EpC1etIcUQxqPnBz0CpHLp3evv.jpg,https://www.youtube.com/watch?v=P208BnSSoys
G:/Movies\2018\Blue Night (2018).mkv,1.4,The Tokyo Night Sky Is Always the Densest Shade of Blue,['Drama'],438339,2018,108,https://www.themoviedb.org/movie/438339,"Mika works as a nurse by day; by night she entertains covetous men at a girls' bar. Shinji is blind in one eye and ekes out a living as a construction worker. Young and grown-up at the same time, they both lead a lonely existence, but somehow their paths keep miraculously crossing under the Tokyo sky.",6.5,https://toloka.to/tracker.php?nm=The Tokyo Night Sky Is Always the Densest Shade of Blue,https://rutracker.org/forum/tracker.php?nm=The Tokyo Night Sky Is Always the Densest Shade of Blue,https://image.tmdb.org/t/p/w200/rG21rKfRLhJ8zsUQGCtvKMQwCT1.jpg,https://www.youtube.com/watch?v=8g-bF1ZDV-c
G:/Movies\2018\Burning (2018).mkv,1.81,Burning,['Documentary'],858058,2018,86,https://www.themoviedb.org/movie/858058,"Follows the deadly Australian bushfires of 2019-2020, known as ‘Black Summer’. Burning is an exploration of what happened as told from the perspective of victims of the fires, activists and scientists.",6.962,https://toloka.to/tracker.php?nm=Burning,https://rutracker.org/forum/tracker.php?nm=Burning,https://image.tmdb.org/t/p/w200/pdEgV6PckeiVcnComUw8bOirrpC.jpg,https://www.youtube.com/watch?v=hTfyD7ALJtU
G:/Movies\2018\Christopher Robin (2018).mkv,6.24,Christopher Robin,"['Adventure', 'Comedy', 'Family', 'Fantasy']",420814,2018,104,https://www.themoviedb.org/movie/420814,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",7.315,https://toloka.to/tracker.php?nm=Christopher Robin,https://rutracker.org/forum/tracker.php?nm=Christopher Robin,https://image.tmdb.org/t/p/w200/i6Ytex4d3CdfIKJFxB5v5vh24vb.jpg,https://www.youtube.com/watch?v=0URpDxIjZrQ
